5.455313550576805426e+01,1.011361205010138375e+00,4.415285809806687389e+00,1.271098090603275388e+00
8.237728783361056628e+00,1.501318102808075761e+00,1.302080988994572808e+00,8.744017218894880372e+00
1.224933135568152939e+05,7.385464122329688408e+00,8.716090894594387350e+00,8.096521833585912375e-01
1.814299728780245914e+03,7.379027880802046191e+00,1.063956741923027804e+00,9.166716593252399736e-01
1.681804128728940123e+04,9.080111913352418185e+00,1.384057913812798413e+00,8.188843983651274527e+00
4.381902806013900253e+00,1.627446402326430119e+00,8.462642010348331301e-01,8.597608587447142625e+00
3.075262810185415437e+05,9.806545532096079043e+00,4.116013517638453578e+00,3.113008112325006405e+00
1.454937542966625551e+04,7.137678193471243659e+00,3.400019632768812805e+00,8.274673427749949184e+00
1.000298642798145750e+02,6.864795295097775529e+00,3.234095309085438519e-01,6.116752733688191057e+00
2.081718967028128191e+03,5.264636445778049456e+00,3.280841357412586312e+00,9.187310109752482745e+00
2.912957134277265254e+02,1.724378231169871878e+00,7.218161595873782588e+00,4.380077614569818145e+00
3.795589075635480185e+03,4.949432499570242783e+00,5.186131528049504169e+00,2.356247307415623382e+00
5.325038309291073529e+04,8.257559408174957483e+00,3.715833309376159743e+00,6.010631092198202019e+00
1.935553482539479592e+04,9.725357957993640667e+00,1.075367066161745377e+00,1.614561574717711112e+00
4.854804464488934457e+01,6.081084579107914223e+00,3.296671460571110046e-01,1.565032699297992380e+00
8.902069131839596139e+01,2.053381066179127412e-01,8.561887040092852175e+00,4.816552854650025139e+00
3.849353369629424719e+02,2.792877868915100148e+00,4.849975644167461297e+00,7.328695420823944318e+00
6.838076161098794614e+01,6.190054982032344721e-01,6.043282158125254711e+00,5.917956901333953912e-01
7.199747515076422744e+00,4.858738876491414338e+00,2.217518016643638123e-01,1.041426690940694400e+00
2.010585219468983951e+02,8.364292364128034230e-01,9.339000730320289989e+00,6.032773354919492625e+00
2.152948714839966215e+03,5.156715458401405883e+00,3.521938433898783583e+00,3.458739528107742878e+00
1.800511949006188388e+02,4.783729467498453403e+00,1.230402482123501562e+00,5.079297713477794574e+00
7.645667229301038592e-01,6.541426147028683857e-01,6.355504689893587411e-01,3.153971853053609831e+00
1.929858055438521447e+01,3.785665783752034663e-01,3.665746264983495095e+00,3.470499406431223122e+00
5.009241821053314197e+03,4.378102482641546445e+00,7.927893368268462027e+00,7.235573275160115614e+00
1.913575855363383380e+04,6.656833236475392823e+00,4.959053284331088385e+00,1.359563570869635196e+00
1.647138195744708469e+02,4.211215853405080978e+00,1.560672630018573592e+00,2.670382978045905631e+00
2.466510309149238310e+03,4.127538692995040392e+00,6.307325345785059767e+00,4.830716187832230446e+00
8.642046954881161582e+02,2.460949763827758652e+00,8.590630646745893273e+00,3.573636458185190712e+00
4.804496830728130590e+04,7.604284472960491037e+00,4.892996919938134681e+00,3.225652326983177165e+00
3.239129148808179259e+00,4.147319593250195169e+00,1.893456111651448115e-01,8.095415099590319130e+00
4.087494189142485652e+02,3.443342422531886271e+00,3.613487769592097720e+00,6.452769039826767639e+00
5.719777137719484017e+04,6.591642933355487344e+00,8.857890102704446988e+00,6.147516922710938303e-01
4.830767392001807457e+04,8.293204033810608777e+00,3.476621296540987949e+00,7.560011840481841716e+00
1.040369466836987016e+02,8.023016985348241370e-01,6.862018463465856755e+00,4.751262859854997522e+00
1.012915524832602898e+02,1.806630273141474063e-01,9.184087941418789924e+00,2.447554730666789968e-01
6.944259300552597836e+01,2.446964029657530126e+00,2.451494426784734948e+00,3.131818152530048138e+00
8.517047190307357596e+02,3.590868225994881868e+00,4.846779908071984444e+00,3.362670928882947052e+00
4.589947682130734029e+04,6.769040251591910362e+00,7.261546167369874460e+00,5.402043606726118163e+00
1.187193377025482478e+05,7.964385889011898811e+00,6.424137732444248350e+00,2.210587783052517796e+00
2.712823913081551268e+02,1.415420433982176318e+00,8.105333246416277504e+00,8.186338524774217085e-01
8.427081846027004985e+02,2.707666740271839956e+00,7.493029695204742602e+00,8.411337905738017540e+00
9.605318426125722908e+03,4.666281151117122938e+00,9.505282293077190303e+00,1.974957009674632724e+00
4.566284748123161989e+02,1.966383038564303298e+00,7.998683830112876869e+00,3.650774668309844095e+00
5.754282743836824210e+01,8.093880526857621938e-01,5.052912013973173799e+00,2.955997036517875820e+00
1.586808669362503679e+04,5.310055667547227465e+00,8.855208910002815514e+00,9.458886052163400393e+00
2.560552216238269807e+02,3.893871752675610587e+00,2.288051091703484641e+00,4.615164122651535195e+00
6.136702851501933037e+04,7.771468501626258352e+00,5.086413089024404144e+00,7.282299139510630681e+00
1.032908036888890783e+05,7.920450994061623895e+00,6.125261831586269246e+00,1.679082934784459358e+00
5.308445377449361331e+02,2.445728931217799662e+00,6.781234358507642668e+00,2.258776752189595172e-01
1.202502194693642814e+05,9.330720404483685115e+00,3.265160467390534116e+00,4.872237996717281305e+00
6.879309270076882967e+03,6.207277496659186156e+00,3.723014702077943383e+00,5.769281337693349165e+00
1.353195309017987142e+02,1.400334210883560360e+00,5.754283045963716425e+00,7.833244673104063693e+00
7.579465198672121915e+04,8.033188906788975459e+00,4.959493389873794733e+00,4.583887015983894031e+00
1.925378254300899061e+04,5.512490323465133457e+00,8.815051076712872913e+00,8.014384927701673433e+00
1.533244316812991315e+02,3.087224109393316152e+00,2.649794872096149501e+00,3.733508850271744173e+00
5.921088332442601398e+01,4.886243142877290779e+00,6.699059093371739770e-01,3.375189111895383398e+00
8.634236739854769548e+05,9.490146427167877263e+00,8.078915601582759010e+00,4.114945855951185116e+00
8.140532286630024828e+03,4.750685985458801497e+00,8.389760120978049684e+00,5.345969324861484573e+00
7.656377658155611425e+04,6.901478127486130987e+00,8.777559272851076955e+00,2.792936790084695531e+00
4.730039387355420217e+02,8.179474446669340537e+00,3.639644033564692904e-01,2.634256834673335490e+00
2.020311196743809603e+02,8.166246686916800446e-01,9.433249695521631395e+00,8.692210835974012895e+00
1.815312208744436248e+03,8.863133720591518383e+00,5.067783613246423791e-01,4.549348123730079241e-01
1.335270175696467049e+03,4.630716807707615956e+00,3.606518757356790061e+00,1.157776333176480099e+00
6.346595873812908394e+04,6.605928449731339747e+00,9.264277406227019895e+00,9.502367120269788359e+00
6.433272165710614665e+00,7.019623746895575778e-04,2.464667634693320508e+00,9.062484242849727423e+00
4.355730782187690238e+03,5.260277889053907252e+00,4.756349427084074932e+00,3.875524022571852356e-02
2.121305089171835903e+02,1.647897774476406729e+00,6.377216903485322774e+00,2.192143557607930671e+00
9.471971185487232106e+02,5.341624973736099236e+00,2.129748261281005917e+00,3.260586076163688674e+00
1.105409293920420168e+03,7.245888991473808716e+00,8.882454424243968472e-01,4.746929379107179159e+00
9.242579085129341365e+01,5.775736792217101012e-01,7.169724865402875125e+00,2.149705821049352483e+00
4.606922288939305190e+02,3.689227814871406608e+00,3.389659143998829727e+00,8.200582502775739968e+00
9.570576926905025175e+03,5.996809481062951086e+00,4.878541539141543204e+00,9.960487112865433090e+00
1.882071578158667648e+02,3.797672823135576969e+00,2.055960934671756668e+00,5.973837848736116563e+00
1.179247524642835776e+00,3.780301981379097231e-01,3.698148141479240536e-01,8.056044582996097603e+00
1.023457206086948099e+04,4.930682610368398500e+00,8.597002096894282630e+00,6.457825632151958928e+00
1.017788102022570911e+02,3.077802850973518911e+00,2.157744416283501110e+00,7.712745110396113102e-01
2.427848964387951710e+05,7.922310234837946830e+00,9.382170510642776406e+00,9.764451529270521846e+00
1.136781248483688432e+04,5.908528520588940403e+00,5.556484169759579927e+00,1.185586525610199393e+00
2.141893634477670639e+04,8.499724781590714429e+00,2.087933123965376225e+00,4.333615170653860815e+00
3.046608591021595057e+05,8.329192318833491981e+00,8.575251767380928314e+00,6.748987037164623004e+00
5.128120794450574613e+04,7.203733356112479669e+00,6.175965062006628870e+00,7.243645305571803306e+00
8.002784994469473895e+04,7.964631555103372840e+00,5.273820013979664267e+00,5.114614222961363588e+00
1.123048208152211771e+02,1.199660772142729925e-01,9.940279798198190520e+00,8.301369079041721832e+00
1.073204761495284474e+05,7.202040260463181909e+00,8.942084256186499047e+00,9.743499864100908070e+00
9.951797046257121471e-02,7.435077613727858470e-02,7.334556504559974766e-01,9.925388475038349867e+00
6.335400030697859108e+01,2.514944345412384319e+00,2.250515387483196239e+00,8.079102387637615568e-01
1.510684893462602304e+03,3.923118890960509475e+00,5.467097364526742886e+00,9.888697254994040620e+00
8.774679915929452534e+01,1.819436707606901793e+00,3.754514657621716989e+00,8.505888522990350253e+00
