1.443249012753228271e+03,1.800000000000000000e+01,3.800000000000000000e+01
3.572058450180107059e+01,6.000000000000000000e+00,6.000000000000000000e+00
4.418509035245341465e+02,4.500000000000000000e+01,2.100000000000000000e+01
1.763841377331195190e+03,4.100000000000000000e+01,4.200000000000000000e+01
2.254121184852417628e+02,9.000000000000000000e+00,1.500000000000000000e+01
2.209901788347649017e+03,4.600000000000000000e+01,4.700000000000000000e+01
1.224455978889110611e+03,1.000000000000000000e+01,3.500000000000000000e+01
1.681762558450479673e+03,2.600000000000000000e+01,4.100000000000000000e+01
1.516822525737140204e+01,4.300000000000000000e+01,4.000000000000000000e+00
1.680571817330503791e+03,3.500000000000000000e+01,4.100000000000000000e+01
3.600386025081204480e+02,1.700000000000000000e+01,1.900000000000000000e+01
6.761411200080598292e+02,3.000000000000000000e+00,2.600000000000000000e+01
4.001411200080598860e+02,3.000000000000000000e+00,2.000000000000000000e+01
1.680720584501801113e+03,6.000000000000000000e+00,4.100000000000000000e+01
1.208676482499022313e+02,2.500000000000000000e+01,1.100000000000000000e+01
2.115011968375907145e+03,3.000000000000000000e+01,4.600000000000000000e+01
1.088038602508120448e+03,1.700000000000000000e+01,3.300000000000000000e+01
1.960177019251054276e+02,4.400000000000000000e+01,1.400000000000000000e+01
2.880462473472405236e+02,4.900000000000000000e+01,1.700000000000000000e+01
6.769637953862841186e+02,3.900000000000000000e+01,2.600000000000000000e+01
1.521296368578709462e+03,3.800000000000000000e+01,3.900000000000000000e+01
6.762709057883079140e+02,2.800000000000000000e+01,2.600000000000000000e+01
9.911486907095961030e-01,2.200000000000000000e+01,1.000000000000000000e+00
3.619129452507276028e+02,2.000000000000000000e+01,1.900000000000000000e+01
7.837120966833349485e+02,1.600000000000000000e+01,2.800000000000000000e+01
1.600141120008059943e+03,3.000000000000000000e+00,4.000000000000000000e+01
2.303356461866642803e+03,3.700000000000000000e+01,4.800000000000000000e+01
6.401770192510541335e+01,4.400000000000000000e+01,8.000000000000000000e+00
9.619999118601073178e+02,3.300000000000000000e+01,3.100000000000000000e+01
1.849836655638536058e+03,2.100000000000000000e+01,4.300000000000000000e+01
1.969637953862840902e+02,3.900000000000000000e+01,1.400000000000000000e+01
3.249999118601072610e+02,3.300000000000000000e+01,1.800000000000000000e+01
2.304990607355694920e+03,1.400000000000000000e+01,4.800000000000000000e+01
9.005290826861199776e+02,3.400000000000000000e+01,3.000000000000000000e+01
1.088249012753228271e+03,1.800000000000000000e+01,3.300000000000000000e+01
2.887205845018010564e+02,6.000000000000000000e+00,1.700000000000000000e+01
2.555718173305038476e+02,3.500000000000000000e+01,1.600000000000000000e+01
8.011968375907137840e+00,3.000000000000000000e+01,3.000000000000000000e+00
3.248366556385360582e+02,2.100000000000000000e+01,1.800000000000000000e+01
6.371209668333493426e+01,1.600000000000000000e+01,8.000000000000000000e+00
1.764529082686120091e+03,3.400000000000000000e+01,4.200000000000000000e+01
8.024901275322832817e+01,1.800000000000000000e+01,9.000000000000000000e+00
9.608676482499022313e+02,2.500000000000000000e+01,3.100000000000000000e+01
1.690177019251054276e+02,4.400000000000000000e+01,1.300000000000000000e+01
2.240834784520843641e+02,4.200000000000000000e+01,1.500000000000000000e+01
7.280410757253368956e+02,5.000000000000000000e+00,2.700000000000000000e+01
1.952317453386763191e+02,4.800000000000000000e+01,1.400000000000000000e+01
1.368153779595824744e+03,2.300000000000000000e+01,3.700000000000000000e+01
1.089296368578709462e+03,3.800000000000000000e+01,3.300000000000000000e+01
1.936412118485241763e+03,9.000000000000000000e+00,4.400000000000000000e+01
4.745113160479348835e+00,4.000000000000000000e+01,2.000000000000000000e+00
6.240462473472405236e+02,4.900000000000000000e+01,2.500000000000000000e+01
6.244559788891106109e+02,1.000000000000000000e+01,2.500000000000000000e+01
1.431537795958248296e+02,2.300000000000000000e+01,1.200000000000000000e+01
5.290177019251053707e+02,4.400000000000000000e+01,2.300000000000000000e+01
-5.440211108893697745e-01,1.000000000000000000e+01,0.000000000000000000e+00
1.764412118485241763e+03,9.000000000000000000e+00,4.200000000000000000e+01
4.419637953862840618e+02,3.900000000000000000e+01,2.100000000000000000e+01
5.764121184852417628e+02,9.000000000000000000e+00,2.400000000000000000e+01
1.763991148690709679e+03,2.200000000000000000e+01,4.200000000000000000e+01
1.225123573122745256e+03,4.700000000000000000e+01,3.500000000000000000e+01
6.768509035245341465e+02,4.500000000000000000e+01,2.600000000000000000e+01
1.009017883476488038e+02,4.600000000000000000e+01,1.000000000000000000e+01
5.514266812416905861e-01,3.200000000000000000e+01,0.000000000000000000e+00
